"","indicator","p value","test type","dependent.var.value","independent.var.value","numbers","se","min","max"
"2011","what are your preferred methods of receiving information in the camp  select up to 3",0.0151313740708229,"Pearson's X^2: Rao & Scott adjustment","Face to face Radio Internet","Female",0,NA,NA,NA
"2119","what are your preferred methods of receiving information in the camp  select up to 3",0.0151313740708229,"Pearson's X^2: Rao & Scott adjustment","Face to face SMS messages Radio","Female",0.00158271323833647,NA,NA,NA
"2215","what are your preferred methods of receiving information in the camp  select up to 3",0.0151313740708229,"Pearson's X^2: Rao & Scott adjustment","I don't know","Female",0.00378623528298031,NA,NA,NA
"2311","what are your preferred methods of receiving information in the camp  select up to 3",0.0151313740708229,"Pearson's X^2: Rao & Scott adjustment","I don't want to answer","Female",0,NA,NA,NA
"2411","what are your preferred methods of receiving information in the camp  select up to 3",0.0151313740708229,"Pearson's X^2: Rao & Scott adjustment","Internet","Female",0,NA,NA,NA
"2511","what are your preferred methods of receiving information in the camp  select up to 3",0.0151313740708229,"Pearson's X^2: Rao & Scott adjustment","Loudspeakers","Female",0.138271772636659,NA,NA,NA
"2610","what are your preferred methods of receiving information in the camp  select up to 3",0.0151313740708229,"Pearson's X^2: Rao & Scott adjustment","Loudspeakers I don't want to answer","Female",0,NA,NA,NA
"2710","what are your preferred methods of receiving information in the camp  select up to 3",0.0151313740708229,"Pearson's X^2: Rao & Scott adjustment","Loudspeakers Phone call","Female",0.00625193186026204,NA,NA,NA
"2810","what are your preferred methods of receiving information in the camp  select up to 3",0.0151313740708229,"Pearson's X^2: Rao & Scott adjustment","Loudspeakers Phone call Printed leaflet","Female",0,NA,NA,NA
"298","what are your preferred methods of receiving information in the camp  select up to 3",0.0151313740708229,"Pearson's X^2: Rao & Scott adjustment","Loudspeakers Phone call SMS messages","Female",4.48057302792878e-05,NA,NA,NA
"304","what are your preferred methods of receiving information in the camp  select up to 3",0.0151313740708229,"Pearson's X^2: Rao & Scott adjustment","Loudspeakers Radio","Female",0.00181804763918359,NA,NA,NA
"3111","what are your preferred methods of receiving information in the camp  select up to 3",0.0151313740708229,"Pearson's X^2: Rao & Scott adjustment","Loudspeakers Radio Internet","Female",0,NA,NA,NA
"3211","what are your preferred methods of receiving information in the camp  select up to 3",0.0151313740708229,"Pearson's X^2: Rao & Scott adjustment","Other (specify)","Female",0.000838282061253531,NA,NA,NA
"3311","what are your preferred methods of receiving information in the camp  select up to 3",0.0151313740708229,"Pearson's X^2: Rao & Scott adjustment","Phone call","Female",0.0149111859536249,NA,NA,NA
"3410","what are your preferred methods of receiving information in the camp  select up to 3",0.0151313740708229,"Pearson's X^2: Rao & Scott adjustment","Printed leaflet","Female",0.000838282061253531,NA,NA,NA
"3510","what are your preferred methods of receiving information in the camp  select up to 3",0.0151313740708229,"Pearson's X^2: Rao & Scott adjustment","Radio","Female",0,NA,NA,NA
"369","what are your preferred methods of receiving information in the camp  select up to 3",0.0151313740708229,"Pearson's X^2: Rao & Scott adjustment","SMS messages","Female",0,NA,NA,NA
"373","what are your preferred methods of receiving information in the camp  select up to 3",0.0151313740708229,"Pearson's X^2: Rao & Scott adjustment","Face to face","Male",0.23181324908601,NA,NA,NA
"383","what are your preferred methods of receiving information in the camp  select up to 3",0.0151313740708229,"Pearson's X^2: Rao & Scott adjustment","Face to face Internet","Male",0.000629534823904138,NA,NA,NA
"393","what are your preferred methods of receiving information in the camp  select up to 3",0.0151313740708229,"Pearson's X^2: Rao & Scott adjustment","Face to face Loudspeakers","Male",0.275446206429403,NA,NA,NA
"403","what are your preferred methods of receiving information in the camp  select up to 3",0.0151313740708229,"Pearson's X^2: Rao & Scott adjustment","Face to face Loudspeakers I don't know","Male",0.0110231000339966,NA,NA,NA
"4111","what are your preferred methods of receiving information in the camp  select up to 3",0.0151313740708229,"Pearson's X^2: Rao & Scott adjustment","Face to face Loudspeakers Other (specify)","Male",0.0022510635612494,NA,NA,NA
"4211","what are your preferred methods of receiving information in the camp  select up to 3",0.0151313740708229,"Pearson's X^2: Rao & Scott adjustment","Face to face Loudspeakers Phone call","Male",0.192079734259256,NA,NA,NA
"4311","what are your preferred methods of receiving information in the camp  select up to 3",0.0151313740708229,"Pearson's X^2: Rao & Scott adjustment","Face to face Loudspeakers Phone call Internet","Male",0.000582063361824659,NA,NA,NA
"4410","what are your preferred methods of receiving information in the camp  select up to 3",0.0151313740708229,"Pearson's X^2: Rao & Scott adjustment","Face to face Loudspeakers Phone call SMS messages","Male",0.000629534823904138,NA,NA,NA
"4510","what are your preferred methods of receiving information in the camp  select up to 3",0.0151313740708229,"Pearson's X^2: Rao & Scott adjustment","Face to face Loudspeakers Printed leaflet","Male",0.0387872941951,NA,NA,NA
"461","what are your preferred methods of receiving information in the camp  select up to 3",0.0151313740708229,"Pearson's X^2: Rao & Scott adjustment","Face to face Loudspeakers Radio","Male",0.0029017781624355,NA,NA,NA
"471","what are your preferred methods of receiving information in the camp  select up to 3",0.0151313740708229,"Pearson's X^2: Rao & Scott adjustment","Face to face Loudspeakers SMS messages","Male",0.00894365745921444,NA,NA,NA
"481","what are your preferred methods of receiving information in the camp  select up to 3",0.0151313740708229,"Pearson's X^2: Rao & Scott adjustment","Face to face Other (specify) I don't know","Male",0.000345756122131693,NA,NA,NA
"491","what are your preferred methods of receiving information in the camp  select up to 3",0.0151313740708229,"Pearson's X^2: Rao & Scott adjustment","Face to face Phone call","Male",0.0216790970017437,NA,NA,NA
"501","what are your preferred methods of receiving information in the camp  select up to 3",0.0151313740708229,"Pearson's X^2: Rao & Scott adjustment","Face to face Phone call I don't know","Male",0.00034596016983351,NA,NA,NA
"5110","what are your preferred methods of receiving information in the camp  select up to 3",0.0151313740708229,"Pearson's X^2: Rao & Scott adjustment","Face to face Phone call Printed leaflet","Male",0.00700851216601399,NA,NA,NA
"5210","what are your preferred methods of receiving information in the camp  select up to 3",0.0151313740708229,"Pearson's X^2: Rao & Scott adjustment","Face to face Phone call Radio","Male",0.00767073904740317,NA,NA,NA
"5310","what are your preferred methods of receiving information in the camp  select up to 3",0.0151313740708229,"Pearson's X^2: Rao & Scott adjustment","Face to face Phone call SMS messages","Male",0.00197268079872459,NA,NA,NA
"549","what are your preferred methods of receiving information in the camp  select up to 3",0.0151313740708229,"Pearson's X^2: Rao & Scott adjustment","Face to face Printed leaflet","Male",0.00247509783743966,NA,NA,NA
"551","what are your preferred methods of receiving information in the camp  select up to 3",0.0151313740708229,"Pearson's X^2: Rao & Scott adjustment","Face to face Radio","Male",0.00675904713419359,NA,NA,NA
"561","what are your preferred methods of receiving information in the camp  select up to 3",0.0151313740708229,"Pearson's X^2: Rao & Scott adjustment","Face to face Radio Internet","Male",0.000629534823904138,NA,NA,NA
"571","what are your preferred methods of receiving information in the camp  select up to 3",0.0151313740708229,"Pearson's X^2: Rao & Scott adjustment","Face to face SMS messages Radio","Male",0,NA,NA,NA
"581","what are your preferred methods of receiving information in the camp  select up to 3",0.0151313740708229,"Pearson's X^2: Rao & Scott adjustment","I don't know","Male",0.00185873915581325,NA,NA,NA
"59","what are your preferred methods of receiving information in the camp  select up to 3",0.0151313740708229,"Pearson's X^2: Rao & Scott adjustment","I don't want to answer","Male",0.00112639948489914,NA,NA,NA
"60","what are your preferred methods of receiving information in the camp  select up to 3",0.0151313740708229,"Pearson's X^2: Rao & Scott adjustment","Internet","Male",0.00034596016983351,NA,NA,NA
"61","what are your preferred methods of receiving information in the camp  select up to 3",0.0151313740708229,"Pearson's X^2: Rao & Scott adjustment","Loudspeakers","Male",0.147993950842036,NA,NA,NA
"62","what are your preferred methods of receiving information in the camp  select up to 3",0.0151313740708229,"Pearson's X^2: Rao & Scott adjustment","Loudspeakers I don't want to answer","Male",0.000608337344953384,NA,NA,NA
"63","what are your preferred methods of receiving information in the camp  select up to 3",0.0151313740708229,"Pearson's X^2: Rao & Scott adjustment","Loudspeakers Phone call","Male",0.0187497141198122,NA,NA,NA
"64","what are your preferred methods of receiving information in the camp  select up to 3",0.0151313740708229,"Pearson's X^2: Rao & Scott adjustment","Loudspeakers Phone call Printed leaflet","Male",0.00159316701523104,NA,NA,NA
"65","what are your preferred methods of receiving information in the camp  select up to 3",0.0151313740708229,"Pearson's X^2: Rao & Scott adjustment","Loudspeakers Phone call SMS messages","Male",0,NA,NA,NA
"66","what are your preferred methods of receiving information in the camp  select up to 3",0.0151313740708229,"Pearson's X^2: Rao & Scott adjustment","Loudspeakers Radio","Male",0,NA,NA,NA
"67","what are your preferred methods of receiving information in the camp  select up to 3",0.0151313740708229,"Pearson's X^2: Rao & Scott adjustment","Loudspeakers Radio Internet","Male",0.000345756122131693,NA,NA,NA
"68","what are your preferred methods of receiving information in the camp  select up to 3",0.0151313740708229,"Pearson's X^2: Rao & Scott adjustment","Other (specify)","Male",0,NA,NA,NA
"69","what are your preferred methods of receiving information in the camp  select up to 3",0.0151313740708229,"Pearson's X^2: Rao & Scott adjustment","Phone call","Male",0.0127397295246988,NA,NA,NA
"70","what are your preferred methods of receiving information in the camp  select up to 3",0.0151313740708229,"Pearson's X^2: Rao & Scott adjustment","Printed leaflet","Male",0,NA,NA,NA
"71","what are your preferred methods of receiving information in the camp  select up to 3",0.0151313740708229,"Pearson's X^2: Rao & Scott adjustment","Radio","Male",0.000345756122131693,NA,NA,NA
"72","what are your preferred methods of receiving information in the camp  select up to 3",0.0151313740708229,"Pearson's X^2: Rao & Scott adjustment","SMS messages","Male",0.000318848800773713,NA,NA,NA
"Female97","what are your preferred methods of receiving information in the camp  select up to 3 face to face",0.227577431672278,"two sample ttest on difference in means (two sided)",NA,"Female",0.833239456774504,0.0132887652179076,0.807193955548397,0.859284958000612
"Male97","what are your preferred methods of receiving information in the camp  select up to 3 face to face",0.227577431672278,"two sample ttest on difference in means (two sided)",NA,"Male",0.813973641297686,0.00845874332239557,0.797394809031322,0.83055247356405
